Date,Open,High,Low,Close,Adj Close,Volume
2015-07-17,156.500000,157.369995,156.429993,156.690002,146.240753,2429000
2015-07-20,156.770004,157.649994,156.270004,157.119995,146.642059,2349000
2015-07-21,156.750000,157.179993,155.339996,155.759995,145.372772,2743900
2015-07-22,155.589996,156.309998,154.440002,155.410004,145.046097,3067700
2015-07-23,151.919998,153.690002,149.020004,149.500000,139.530228,5176400
2015-07-24,148.860001,150.800003,148.699997,149.330002,139.371582,3433600
2015-07-27,148.639999,149.000000,147.699997,148.710007,138.792908,3117600
2015-07-28,148.850006,151.720001,148.320007,151.110001,141.032867,3277700
2015-07-29,151.440002,151.690002,150.710007,151.449997,141.350204,2176900
2015-07-30,151.000000,151.729996,150.330002,151.570007,141.462219,2119100
2015-07-31,152.529999,152.809998,151.029999,151.339996,141.247543,1619600
2015-08-03,150.789993,151.779999,148.940002,150.119995,140.108887,2355100
2015-08-04,150.929993,151.539993,150.110001,150.399994,140.370193,1811900
2015-08-05,151.850006,153.240005,150.919998,151.009995,140.939529,1765600
2015-08-06,150.889999,151.220001,148.899994,149.259995,139.306244,1764800
2015-08-07,148.479996,150.000000,148.160004,148.889999,138.960892,1668700
2015-08-10,150.000000,151.399994,149.889999,151.240005,141.154190,1571800
2015-08-11,150.000000,150.000000,148.259995,148.479996,138.578262,1804500
2015-08-12,147.240005,148.710007,146.070007,148.520004,138.615585,2036700
2015-08-13,148.000000,148.559998,147.080002,147.399994,137.570282,1793100
2015-08-14,147.660004,148.509995,147.320007,148.279999,138.391602,1401900
2015-08-17,147.429993,149.309998,146.360001,149.240005,139.287567,1648900
2015-08-18,148.630005,148.919998,147.880005,148.309998,138.419601,1705500
2015-08-19,146.199997,147.550003,145.279999,145.869995,137.089737,2525700
2015-08-20,144.509995,144.869995,143.339996,143.350006,134.721451,3281700
2015-08-21,143.520004,145.320007,141.919998,142.089996,133.537277,5442000
2015-08-24,137.119995,142.089996,134.000000,138.580002,130.238556,7359500
2015-08-25,141.860001,142.059998,137.389999,137.639999,129.355164,5435900
2015-08-26,140.000000,142.789993,138.529999,142.720001,134.129364,4562200
2015-08-27,143.750000,144.949997,141.330002,143.899994,135.238327,4104600
2015-08-28,143.020004,144.320007,142.800003,144.210007,135.529694,2664100
2015-08-31,143.000000,143.830002,142.020004,142.139999,133.584290,2473100
2015-09-01,139.479996,140.490005,137.940002,138.500000,130.163391,3671400
2015-09-02,140.539993,141.240005,139.240005,141.240005,132.738464,3312700
2015-09-03,141.940002,142.899994,141.309998,141.740005,133.208374,2606200
2015-09-04,139.940002,140.669998,139.160004,139.839996,131.422729,3195800
2015-09-08,142.050003,143.550003,141.520004,143.429993,134.796631,2432900
2015-09-09,144.860001,145.350006,140.570007,140.860001,132.381348,2629200
2015-09-10,141.000000,141.910004,140.149994,140.779999,132.306137,2031200
2015-09-11,140.610001,141.330002,139.770004,141.259995,132.757233,2505200
2015-09-14,141.520004,141.580002,140.029999,140.809998,132.334335,2277200
2015-09-15,141.559998,143.839996,141.039993,143.600006,134.956436,2685900
2015-09-16,143.509995,144.460007,143.210007,144.199997,135.520264,2060300
2015-09-17,143.809998,145.550003,142.520004,142.949997,134.345520,2855100
2015-09-18,141.169998,141.300003,139.210007,139.619995,131.215973,6483600
2015-09-21,140.500000,141.080002,139.350006,140.039993,131.610672,2492600
2015-09-22,138.270004,138.509995,137.250000,138.020004,129.712296,2775300
2015-09-23,138.529999,138.899994,136.860001,137.660004,129.373962,2684500
2015-09-24,136.630005,138.029999,135.389999,137.580002,129.298752,2690300
2015-09-25,139.619995,140.119995,138.570007,139.559998,131.159592,3767200
2015-09-28,138.300003,139.699997,138.300003,138.380005,130.050598,3468900
2015-09-29,138.619995,142.160004,138.429993,141.550003,133.029800,4946000
2015-09-30,142.520004,143.229996,140.500000,141.770004,133.236526,3453600
2015-10-01,142.210007,142.500000,139.580002,140.800003,132.324951,2486300
2015-10-02,139.080002,143.300003,138.570007,143.199997,134.580475,3064400
2015-10-05,144.300003,146.600006,143.630005,146.320007,137.512665,2987200
2015-10-06,145.990005,146.639999,145.399994,145.789993,137.014587,2256800
2015-10-07,146.740005,148.539993,146.130005,147.539993,138.659241,1954000
2015-10-08,146.649994,149.559998,146.589996,149.479996,140.482452,2008800
2015-10-09,149.559998,150.649994,149.300003,149.899994,140.877182,2294000
2015-10-12,150.259995,150.559998,149.539993,150.059998,141.027573,1429300
2015-10-13,148.910004,150.000000,148.729996,149.110001,140.134750,2027600
2015-10-14,149.000000,149.660004,148.179993,148.320007,139.392303,2260300
2015-10-15,149.639999,149.880005,148.020004,149.190002,140.209930,2588500
2015-10-16,149.770004,149.779999,147.479996,148.699997,139.749420,2490300
2015-10-19,147.970001,148.419998,147.229996,148.000000,139.091553,2004200
2015-10-20,147.449997,149.669998,147.130005,149.110001,140.134750,2404700
2015-10-21,149.500000,151.389999,148.899994,149.820007,140.802002,3009900
2015-10-22,151.339996,157.039993,150.649994,156.000000,146.609985,5111900
2015-10-23,156.539993,157.190002,154.500000,155.789993,146.412659,2997400
2015-10-26,156.059998,156.759995,155.639999,156.539993,147.117493,2136100
2015-10-27,156.000000,157.000000,155.080002,156.729996,147.296066,1970100
2015-10-28,156.490005,158.330002,156.199997,158.080002,148.564819,2724700
2015-10-29,157.750000,157.910004,156.880005,157.610001,148.123093,1448200
2015-10-30,157.800003,158.679993,157.210007,157.210007,147.747192,2672100
2015-11-02,157.509995,160.089996,157.339996,159.919998,150.294083,2701800
2015-11-03,159.479996,159.800003,158.669998,158.750000,149.194489,2972800
2015-11-04,159.000000,159.479996,158.610001,158.910004,149.344864,2254000
2015-11-05,159.380005,159.580002,158.270004,158.990005,149.420074,2023900
2015-11-06,158.020004,159.259995,157.729996,159.259995,149.673782,1860000
2015-11-09,158.669998,158.669998,156.750000,157.470001,147.991531,2421000
2015-11-10,157.229996,157.639999,156.429993,157.589996,148.104294,1962900
2015-11-11,157.860001,159.490005,157.539993,159.050003,149.476440,2518900
2015-11-12,157.779999,158.289993,156.160004,156.300003,146.891968,2305600
2015-11-13,156.000000,156.919998,155.600006,155.649994,146.281082,2434500
2015-11-16,155.610001,158.259995,155.610001,158.210007,148.686996,2395000
2015-11-17,158.360001,158.529999,156.520004,157.029999,147.578003,2393000
2015-11-18,156.179993,157.500000,156.080002,157.389999,148.888199,2226900
2015-11-19,157.630005,158.509995,156.710007,158.380005,149.824738,1518200
2015-11-20,158.679993,159.839996,158.339996,158.949997,150.363937,1891100
2015-11-23,158.899994,159.770004,158.160004,158.649994,150.080139,1430400
2015-11-24,157.369995,158.339996,156.889999,157.750000,149.228760,2100600
2015-11-25,158.059998,158.470001,157.630005,157.630005,149.115219,1184100
2015-11-27,157.509995,158.490005,156.940002,157.990005,149.455811,876100
2015-11-30,158.100006,158.470001,156.570007,156.580002,148.121979,2934200
2015-12-01,156.410004,157.669998,156.169998,156.899994,148.424667,2259000
2015-12-02,156.880005,157.250000,155.509995,155.699997,147.289490,2034700
2015-12-03,156.559998,156.899994,153.710007,154.380005,146.040787,2609500
2015-12-04,154.789993,158.389999,154.570007,158.220001,149.673370,2175800
2015-12-07,157.529999,158.000000,156.809998,157.750000,149.228760,2142800
2015-12-08,156.440002,157.860001,155.679993,156.789993,148.320618,2350400
2015-12-09,156.169998,158.240005,154.940002,156.050003,147.620575,2660800
2015-12-10,155.729996,158.690002,155.589996,157.520004,149.011200,2548200
2015-12-11,155.550003,156.399994,154.419998,154.830002,146.466492,2523200
2015-12-14,155.289993,157.770004,154.339996,157.630005,149.115219,3441100
2015-12-15,151.990005,153.020004,147.080002,148.130005,140.128433,8645900
2015-12-16,148.149994,150.539993,147.740005,149.949997,141.850098,4774100
2015-12-17,150.149994,150.860001,148.830002,148.850006,140.809509,3053900
2015-12-18,148.210007,148.600006,146.759995,146.919998,138.983765,5736400
2015-12-21,147.580002,148.330002,146.690002,147.479996,139.513504,2284400
2015-12-22,148.119995,149.490005,147.279999,148.970001,140.923035,2518900
2015-12-23,149.690002,151.580002,149.520004,151.160004,142.994736,2215300
2015-12-24,150.820007,151.800003,150.580002,151.190002,143.023117,848400
2015-12-28,151.130005,151.770004,150.270004,151.220001,143.051514,1275200
2015-12-29,152.199997,153.259995,152.000000,152.889999,144.631287,1824700
2015-12-30,152.789993,153.699997,151.729996,151.910004,143.704254,1553100
2015-12-31,151.729996,152.119995,150.630005,150.639999,142.502808,1607100
2016-01-04,148.050003,148.320007,145.399994,146.820007,138.889206,3277200
2016-01-05,146.820007,147.500000,145.610001,147.460007,139.494598,2688100
2016-01-06,145.589996,145.759995,143.419998,144.490005,136.685013,2997100
2016-01-07,142.520004,143.130005,140.630005,140.970001,133.355179,3553500
2016-01-08,141.360001,142.500000,140.220001,140.490005,132.901093,2664000
2016-01-11,140.970001,141.429993,139.410004,140.460007,132.872726,2770300
2016-01-12,141.360001,142.149994,139.130005,140.860001,133.251129,2363500
2016-01-13,140.889999,142.190002,138.539993,138.720001,131.226715,2598300
2016-01-14,139.740005,142.440002,138.860001,141.179993,133.553818,3720400
2016-01-15,138.300003,140.100006,137.210007,138.690002,131.198334,4683500
2016-01-19,140.100006,140.800003,137.410004,138.389999,130.914536,3399800
2016-01-20,136.949997,137.750000,134.639999,136.960007,129.561783,4136300
2016-01-21,136.960007,138.669998,136.149994,137.759995,130.318573,3355200
2016-01-22,140.139999,140.429993,138.080002,139.520004,131.983505,2979100
2016-01-25,138.960007,139.369995,137.529999,137.570007,130.138840,2805500
2016-01-26,141.789993,145.020004,140.330002,144.779999,136.959351,5125800
2016-01-27,144.949997,147.970001,144.050003,145.550003,137.687775,3596400
2016-01-28,146.160004,147.839996,145.220001,147.320007,139.362167,3067400
2016-01-29,148.240005,151.000000,148.000000,151.000000,142.843384,3993200
2016-02-01,149.330002,149.789993,148.100006,148.729996,140.695969,2701500
2016-02-02,147.589996,148.279999,146.050003,147.869995,139.882446,3581800
2016-02-03,149.360001,152.850006,148.960007,152.520004,144.281250,5766800
2016-02-04,152.419998,154.380005,151.779999,153.440002,145.151596,3401900
2016-02-05,153.199997,153.880005,151.820007,153.470001,145.179947,3368500
2016-02-08,151.630005,154.429993,151.009995,153.899994,145.586716,2505400
2016-02-09,152.949997,155.759995,152.449997,154.740005,146.381348,2951000
2016-02-10,154.429993,155.490005,152.119995,152.449997,145.257019,2911900
2016-02-11,149.910004,152.000000,149.000000,150.669998,143.560989,3182200
2016-02-12,150.669998,154.070007,150.669998,153.960007,146.695786,2292200
2016-02-16,155.000000,155.899994,154.259995,155.529999,148.191696,2140600
2016-02-17,156.000000,157.130005,155.600006,156.619995,149.230270,2156100
2016-02-18,156.350006,156.970001,155.970001,156.779999,149.382736,2010200
2016-02-19,157.000000,157.089996,155.869995,156.449997,149.068298,2121300
2016-02-22,156.449997,158.479996,156.449997,157.699997,150.259308,2207600
2016-02-23,157.630005,157.690002,155.169998,156.169998,148.801498,1922800
2016-02-24,154.839996,157.619995,153.639999,157.220001,149.801987,1937800
2016-02-25,157.539993,159.000000,157.009995,158.990005,151.488464,1718100
2016-02-26,159.149994,159.500000,158.080002,158.270004,150.802414,1843700
2016-02-29,158.009995,159.119995,156.820007,156.869995,149.468491,1993200
2016-03-01,158.750000,159.699997,157.610001,159.589996,152.060135,2204100
2016-03-02,158.880005,159.880005,158.539993,159.410004,151.888641,1807200
2016-03-03,159.410004,159.690002,158.509995,159.380005,151.860077,1922300
2016-03-04,159.460007,160.289993,158.919998,160.070007,152.517487,1766300
2016-03-07,159.979996,160.570007,158.169998,160.570007,152.993927,2012800
2016-03-08,159.399994,160.610001,159.350006,160.199997,152.641357,2020100
2016-03-09,160.500000,160.779999,159.520004,160.089996,152.536545,1883000
2016-03-10,160.770004,160.800003,158.279999,159.889999,152.345993,1872400
2016-03-11,161.139999,162.050003,160.649994,161.880005,154.242111,1697200
2016-03-14,161.610001,162.770004,161.000000,161.809998,154.175385,1747300
2016-03-15,160.160004,162.500000,159.350006,162.410004,154.747070,1827900
2016-03-16,161.960007,163.300003,161.520004,162.889999,155.204422,1927700
2016-03-17,163.160004,164.360001,162.839996,163.750000,156.023865,2790000
2016-03-18,164.149994,165.330002,163.899994,165.330002,157.529327,5853000
2016-03-21,165.050003,165.309998,164.410004,164.839996,157.062408,2095100
2016-03-22,164.500000,165.500000,164.389999,164.910004,157.129150,2146300
2016-03-23,164.600006,164.990005,163.460007,164.270004,156.519318,2305000
2016-03-24,163.679993,164.539993,163.050003,164.460007,156.700363,1868800
2016-03-28,164.929993,166.649994,164.580002,166.279999,158.434479,2336700
2016-03-29,164.929993,164.990005,163.119995,164.389999,156.633667,2515500
2016-03-30,165.369995,167.220001,165.160004,166.750000,158.882309,2195300
2016-03-31,166.750000,167.500000,166.500000,166.630005,158.767990,1777200
2016-04-01,165.630005,167.740005,164.789993,167.529999,159.625519,2011600
2016-04-04,167.110001,167.490005,165.919998,166.399994,158.548813,2022800
2016-04-05,165.179993,166.550003,164.649994,165.809998,157.986664,1617400
2016-04-06,165.339996,167.080002,164.839996,166.809998,158.939484,2092200
2016-04-07,165.880005,167.229996,165.250000,167.160004,159.272980,2728300
2016-04-08,167.710007,167.990005,166.100006,166.630005,158.767990,1729300
2016-04-11,167.119995,167.960007,166.570007,166.589996,158.729858,1521100
2016-04-12,167.009995,168.399994,166.929993,168.029999,160.101913,1625300
2016-04-13,168.470001,168.899994,167.710007,168.589996,160.635498,1545900
2016-04-14,169.000000,169.000000,167.880005,168.160004,160.225800,1210900
2016-04-15,168.320007,169.000000,168.199997,168.779999,160.816528,1417000
2016-04-18,168.470001,169.869995,168.389999,169.550003,161.550186,1146600
2016-04-19,169.919998,170.770004,169.070007,169.649994,161.645477,1849100
2016-04-20,170.139999,170.449997,168.619995,168.940002,160.969009,1439700
2016-04-21,168.970001,169.699997,168.410004,168.660004,160.702194,1635000
2016-04-22,169.089996,169.759995,167.850006,168.660004,160.702194,1802300
2016-04-25,168.000000,168.509995,166.639999,168.380005,160.435410,2378300
2016-04-26,167.500000,167.789993,164.970001,166.179993,158.339203,3192100
2016-04-27,166.990005,168.380005,166.100006,167.759995,159.844635,2227700
2016-04-28,166.850006,168.770004,166.199997,167.000000,159.120529,1654700
2016-04-29,166.979996,167.779999,166.500000,167.380005,159.482605,1961200
2016-05-02,167.300003,168.500000,166.940002,168.339996,160.397278,1700300
2016-05-03,167.389999,168.070007,166.660004,167.970001,160.044754,1922200
2016-05-04,166.369995,167.699997,166.289993,167.160004,159.272980,2118100
2016-05-05,167.460007,168.330002,167.190002,167.770004,159.854202,1680200
2016-05-06,167.839996,169.050003,167.000000,168.889999,160.921341,1630200
2016-05-09,168.589996,169.050003,167.690002,168.520004,160.568817,1301300
2016-05-10,169.229996,170.389999,169.000000,170.259995,162.226700,1732600
2016-05-11,170.199997,171.270004,169.570007,169.770004,161.759811,1786400
2016-05-12,169.860001,170.630005,168.759995,170.149994,162.121887,1741900
2016-05-13,170.050003,170.380005,167.820007,168.320007,160.378250,1875900
2016-05-16,168.500000,169.899994,168.429993,169.550003,161.550186,1826200
2016-05-17,169.570007,169.940002,167.089996,167.809998,159.892273,2126000
2016-05-18,166.500000,167.929993,165.759995,166.820007,160.007416,1624400
2016-05-19,165.369995,166.059998,163.169998,165.110001,158.367249,1657300
2016-05-20,165.250000,166.470001,164.929993,165.009995,158.271301,1746500
2016-05-23,165.279999,166.559998,164.520004,166.110001,159.326401,1649800
2016-05-24,167.160004,168.789993,166.699997,168.630005,161.743484,1627400
2016-05-25,169.000000,170.360001,168.750000,169.990005,163.047958,1860000
2016-05-26,170.009995,170.770004,168.529999,168.910004,162.012054,1545600
2016-05-27,168.910004,169.029999,168.279999,168.889999,161.992844,1099100
2016-05-31,169.320007,169.750000,167.660004,168.320007,161.446136,2169600
2016-06-01,167.779999,168.929993,167.089996,168.690002,161.801025,1228200
2016-06-02,168.710007,168.710007,167.270004,168.039993,161.177582,1980500
2016-06-03,168.050003,168.660004,167.509995,168.380005,161.503708,1433500
2016-06-06,168.850006,170.589996,168.589996,170.080002,163.134262,1510700
2016-06-07,170.250000,171.490005,170.220001,170.910004,163.930374,1723100
2016-06-08,170.949997,171.929993,170.649994,171.419998,164.419540,1684900
2016-06-09,170.500000,171.470001,169.399994,170.130005,163.182220,2208800
2016-06-10,169.270004,169.300003,167.880005,168.559998,161.676315,2123400
2016-06-13,168.449997,168.639999,167.110001,167.130005,160.304733,2129900
2016-06-14,167.289993,167.809998,166.600006,167.610001,160.765137,2021400
2016-06-15,167.949997,168.860001,167.470001,167.800003,160.947372,1694200
2016-06-16,167.350006,170.389999,166.619995,169.929993,162.990387,2632100
2016-06-17,169.990005,170.000000,168.419998,168.940002,162.040833,3448000
2016-06-20,170.899994,172.800003,170.529999,171.229996,164.237289,2162800
2016-06-21,171.179993,171.970001,171.059998,171.369995,164.371582,1889100
2016-06-22,171.830002,172.600006,170.990005,171.229996,164.237289,1369600
2016-06-23,172.710007,174.149994,172.460007,174.110001,166.999695,2021600
2016-06-24,168.869995,171.539993,168.399994,169.119995,162.213470,4567500
2016-06-27,167.779999,167.830002,165.160004,167.190002,160.362289,2544100
2016-06-28,168.139999,169.669998,167.960007,169.589996,162.664291,2237300
2016-06-29,171.020004,171.850006,170.360001,171.520004,164.515442,1894100
2016-06-30,172.059998,175.139999,172.059998,175.119995,167.968430,2449400
2016-07-01,175.139999,176.080002,174.910004,175.539993,168.371292,1930900
2016-07-05,174.860001,175.779999,173.509995,175.630005,168.457626,2353600
2016-07-06,175.199997,175.470001,174.059998,175.160004,168.006836,2383300
2016-07-07,175.089996,175.639999,174.130005,174.869995,167.728668,1842300
2016-07-08,175.869995,177.789993,175.820007,177.119995,169.886749,2726600
2016-07-11,177.410004,178.470001,177.190002,178.009995,170.740417,1659500
2016-07-12,178.750000,179.630005,178.029999,179.160004,171.843460,1912900
2016-07-13,179.220001,179.669998,178.690002,179.210007,171.891418,1491500
2016-07-14,180.149994,181.320007,179.880005,180.899994,173.512390,1904300
2016-07-15,181.500000,181.839996,180.559998,181.399994,173.991989,2475200
2016-07-18,181.440002,181.699997,180.750000,181.110001,173.713837,1224400
2016-07-19,181.110001,181.649994,180.289993,181.240005,173.838516,1051300
2016-07-20,181.729996,182.270004,181.320007,181.419998,174.011185,1413300
2016-07-21,181.289993,181.559998,179.699997,180.259995,172.898514,1870800
2016-07-22,180.419998,180.529999,179.360001,180.440002,173.071182,1205600
2016-07-25,180.199997,180.419998,178.919998,179.630005,172.294281,1937000
2016-07-26,177.169998,178.990005,176.139999,177.660004,170.404724,3421600
2016-07-27,177.410004,178.940002,177.410004,178.270004,170.989807,2348300
2016-07-28,177.649994,178.369995,177.029999,177.979996,170.711639,1799500
2016-07-29,178.110001,178.820007,177.619995,178.360001,171.076141,1621900
2016-08-01,177.080002,178.539993,177.080002,178.289993,171.009003,1598400
2016-08-02,178.580002,178.619995,177.240005,178.360001,171.076141,2115100
2016-08-03,178.720001,179.130005,177.970001,178.380005,171.095322,1419300
2016-08-04,178.960007,179.419998,177.639999,177.809998,170.548569,1071800
2016-08-05,178.250000,179.009995,177.369995,178.570007,171.277573,1799500
2016-08-08,178.899994,179.020004,178.270004,178.580002,171.287155,1327700
2016-08-09,178.369995,178.899994,177.940002,178.389999,171.104904,1098900
2016-08-10,178.119995,178.850006,177.850006,178.820007,171.517365,1226300
2016-08-11,179.080002,181.100006,178.880005,181.000000,173.608307,2028700
2016-08-12,181.470001,181.470001,179.899994,180.270004,172.908112,1232900
2016-08-15,181.000000,181.389999,180.460007,180.559998,173.186279,1268200
2016-08-16,180.119995,180.330002,179.210007,179.250000,171.929794,1363600
2016-08-17,178.669998,180.089996,178.320007,179.869995,173.599472,1358500
2016-08-18,179.699997,179.699997,178.580002,179.179993,172.933517,1087900
2016-08-19,178.660004,179.779999,178.080002,179.610001,173.348541,1305300
2016-08-22,179.179993,179.589996,178.369995,179.070007,172.827362,1336400
2016-08-23,179.610001,180.539993,179.279999,179.770004,173.502960,1195800
2016-08-24,179.410004,179.960007,179.009995,179.410004,173.155502,1137100
2016-08-25,179.089996,180.320007,179.050003,179.580002,173.319565,840300
2016-08-26,180.190002,181.250000,178.919998,179.410004,173.155502,1324700
2016-08-29,179.860001,180.699997,179.279999,180.500000,174.207504,1035700
2016-08-30,180.720001,181.020004,179.589996,180.149994,173.869690,1039800
2016-08-31,179.490005,179.770004,178.580002,179.240005,172.991425,1636000
2016-09-01,179.309998,180.169998,178.800003,179.979996,173.705627,1095300
2016-09-02,180.529999,181.490005,180.089996,180.809998,174.506714,1319000
2016-09-06,180.559998,181.279999,179.880005,180.460007,174.168900,1328100
2016-09-07,180.039993,180.539993,179.539993,179.750000,173.483658,1133200
2016-09-08,179.190002,180.210007,178.940002,180.100006,173.821472,1418000
2016-09-09,178.889999,179.000000,175.639999,175.639999,169.516937,2083300
2016-09-12,175.000000,178.399994,174.690002,178.100006,171.891174,1913300
2016-09-13,176.830002,177.600006,175.949997,176.070007,169.931946,1864600
2016-09-14,175.960007,177.350006,175.199997,175.619995,169.497635,1864800
2016-09-15,175.529999,177.000000,175.360001,176.589996,170.433823,1663800
2016-09-16,175.880005,175.949997,174.389999,175.059998,168.957153,3358800
2016-09-19,176.050003,177.949997,176.050003,176.720001,170.559280,1747100
2016-09-20,177.710007,178.500000,177.330002,177.600006,171.408600,1598600
2016-09-21,177.880005,179.800003,177.500000,179.589996,173.329224,1760000
2016-09-22,179.830002,181.660004,179.649994,179.850006,173.580185,1849000
2016-09-23,179.399994,179.699997,177.190002,177.389999,171.205933,1911000
2016-09-26,176.850006,176.910004,175.800003,175.949997,169.816132,1821000
2016-09-27,175.610001,177.029999,175.580002,176.300003,170.153931,2433600
2016-09-28,176.779999,177.979996,176.690002,177.589996,171.398956,1694000
2016-09-29,177.479996,177.630005,174.869995,175.369995,169.256332,1853600
2016-09-30,176.580002,177.149994,176.089996,176.229996,170.086380,2419400
2016-10-03,175.330002,175.949997,174.399994,175.039993,168.937836,1785600
2016-10-04,174.589996,174.970001,171.199997,171.679993,165.694992,3166900
2016-10-05,171.660004,172.559998,171.339996,172.389999,166.380234,2305500
2016-10-06,171.929993,172.320007,170.600006,171.639999,165.656357,2273400
2016-10-07,171.899994,171.940002,170.039993,171.330002,165.357178,2249100
2016-10-10,171.839996,172.750000,170.940002,171.139999,165.173798,1928200
2016-10-11,170.240005,170.470001,168.690002,169.679993,163.764694,1998700
2016-10-12,169.600006,170.179993,168.889999,169.720001,163.803299,1554100
2016-10-13,168.869995,170.309998,168.460007,170.020004,164.092880,1919700
2016-10-14,170.990005,171.389999,170.300003,170.330002,164.392044,1512400
2016-10-17,170.539993,171.089996,169.940002,170.210007,164.276230,1229200
2016-10-18,171.679993,171.910004,169.839996,169.949997,164.025299,1179400
2016-10-19,170.800003,170.940002,169.660004,169.910004,163.986710,1164200
2016-10-20,169.570007,170.339996,168.990005,169.860001,163.938431,1210500
2016-10-21,168.110001,169.559998,167.720001,169.500000,163.590988,2013200
2016-10-24,172.649994,173.440002,170.899994,171.270004,165.299286,2668500
2016-10-25,169.470001,169.889999,165.110001,166.229996,160.434967,3826200
2016-10-26,165.690002,167.789993,165.410004,166.509995,160.705215,2174900
2016-10-27,166.869995,166.949997,165.279999,165.759995,159.981354,1486400
2016-10-28,166.550003,167.179993,165.139999,165.770004,159.991013,1934300
2016-10-31,166.460007,166.539993,165.179993,165.300003,159.537399,2289100
2016-11-01,165.399994,165.809998,163.850006,164.250000,158.523987,2455600
2016-11-02,164.699997,166.369995,163.910004,165.729996,159.952408,2233400
2016-11-03,166.139999,167.639999,165.259995,166.830002,161.014069,2505000
2016-11-04,167.210007,167.850006,166.419998,166.479996,160.676270,1927500
2016-11-07,168.149994,169.889999,167.979996,169.740005,163.822617,1930900
2016-11-08,169.899994,172.050003,169.779999,171.029999,165.067657,1955700
2016-11-09,165.839996,171.000000,165.839996,170.389999,164.449936,3659300
2016-11-10,170.160004,174.669998,169.789993,174.279999,168.204330,3280000
2016-11-11,174.050003,175.130005,173.729996,175.080002,168.976456,1868200
2016-11-14,175.229996,175.509995,171.899994,172.910004,166.882095,2604000
2016-11-15,173.160004,174.250000,171.910004,174.240005,168.165741,2177100
2016-11-16,173.130005,173.229996,171.570007,172.009995,167.077850,2020500
2016-11-17,172.009995,173.250000,172.009995,172.770004,167.816071,1783700
2016-11-18,172.509995,173.279999,172.289993,172.960007,168.000641,1711100
2016-11-21,171.419998,171.979996,170.720001,171.520004,166.601929,1993900
2016-11-22,171.669998,172.080002,171.279999,171.910004,166.980728,1553300
2016-11-23,172.080002,172.750000,171.759995,172.250000,167.310974,1477900
2016-11-25,172.210007,173.990005,172.210007,173.490005,168.515427,945800
2016-11-28,173.559998,173.770004,172.279999,172.500000,167.553802,1677700
2016-11-29,172.539993,173.289993,172.149994,172.770004,167.816071,1483200
2016-11-30,172.199997,173.190002,171.589996,171.740005,166.815613,2595800
2016-12-01,171.639999,172.740005,171.449997,172.630005,167.680099,1756900
2016-12-02,172.529999,173.690002,172.240005,172.429993,167.485825,1871500
2016-12-05,172.630005,172.949997,171.089996,171.619995,166.699036,2181300
2016-12-06,171.820007,172.029999,171.229996,171.800003,166.873886,1467500
2016-12-07,172.380005,176.059998,171.970001,176.050003,171.002014,3164300
2016-12-08,176.080002,176.350006,174.770004,175.880005,170.836884,1790700
2016-12-09,175.360001,178.869995,175.300003,178.490005,173.372040,2650400
2016-12-12,178.250000,179.809998,177.570007,179.639999,174.489090,2296100
2016-12-13,179.570007,180.059998,176.770004,178.830002,173.702301,2708600
2016-12-14,179.160004,179.389999,176.410004,176.600006,171.536270,2234200
2016-12-15,177.259995,177.580002,175.050003,176.020004,170.972870,2055600
2016-12-16,176.559998,178.500000,176.550003,177.449997,172.361877,3749600
2016-12-19,177.610001,178.669998,177.320007,178.160004,173.051514,1382000
2016-12-20,178.339996,179.330002,178.059998,178.649994,173.527466,1378200
2016-12-21,178.600006,179.529999,178.419998,178.429993,173.313766,1555900
2016-12-22,178.889999,179.460007,177.979996,179.199997,174.061691,1225600
2016-12-23,179.089996,179.289993,178.529999,178.750000,173.624603,731100
2016-12-27,178.660004,179.199997,178.570007,178.919998,173.789719,651000
2016-12-28,178.880005,179.449997,178.020004,178.080002,172.973801,1287900
2016-12-29,178.289993,179.139999,178.029999,178.410004,173.294357,1102000
2016-12-30,179.000000,179.479996,178.289993,178.570007,173.449783,1594200
